shipment_id,period,period_idx,batch_id,plant_id,carrier_id,mode,customer_id,customer_region,qty_t,on_time_in_full,freight_cost,disruption_flag,cs_active
SHP-001400,2025-11,13,BAT-002887,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-02,AMER,57.67,1,5003.64,0,0
SHP-001401,2025-12,14,BAT-003227,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-11,EMEA,12.82,1,1270.18,0,0
SHP-001402,2026-02,16,BAT-003618,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-11,EMEA,30.65,1,4287.74,0,0
SHP-001403,2026-07,21,BAT-004825,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,65.98,1,9339.31,0,1
SHP-001404,2025-09,11,BAT-002504,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-04,EMEA,32.75,1,3113.61,0,0
SHP-001405,2026-01,15,BAT-003317,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-03,APAC,18.02,1,1284.18,0,0
SHP-001406,2025-04,6,BAT-001540,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-15,EMEA,36.47,0,2679.42,0,0
SHP-001407,2026-05,19,BAT-004195,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,44.71,1,4599.48,0,1
SHP-001408,2024-12,2,BAT-000651,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-01,EMEA,46.0,0,4393.14,0,0
SHP-001409,2026-02,16,BAT-003602,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-03,APAC,44.71,1,3705.75,0,0
SHP-001410,2026-08,22,BAT-004966,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,21.11,1,2781.83,0,1
SHP-001411,2025-12,14,BAT-003112,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-10,APAC,18.09,0,2178.94,0,0
SHP-001412,2025-09,11,BAT-002495,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,50.48,1,7207.5,0,0
SHP-001413,2025-02,4,BAT-000903,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-06,AMER,11.67,1,1004.71,0,0
SHP-001414,2024-12,2,BAT-000578,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-03,APAC,52.64,1,3954.88,0,0
SHP-001415,2024-11,1,BAT-000385,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,26.21,1,1556.72,0,0
SHP-001416,2026-02,16,BAT-003649,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-03,APAC,59.77,1,8448.03,0,0
SHP-001417,2024-12,2,BAT-000477,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-12,LATAM,19.7,1,2092.55,0,0
SHP-001418,2024-10,0,BAT-000051,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,50.42,1,5619.3,0,0
SHP-001419,2025-10,12,BAT-002779,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-05,LATAM,84.05,1,8051.71,0,0
SHP-001420,2025-02,4,BAT-001081,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-01,EMEA,63.66,0,5642.79,0,0
SHP-001421,2026-01,15,BAT-003418,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,13.77,1,1187.7,0,0
SHP-001422,2025-11,13,BAT-002921,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-14,APAC,22.51,1,2319.18,0,0
SHP-001423,2025-02,4,BAT-000981,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-06,AMER,27.42,1,3668.48,0,0
SHP-001424,2026-07,21,BAT-004731,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-03,APAC,95.18,1,11182.66,0,1
SHP-001425,2026-08,22,BAT-005041,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-07,APAC,37.19,1,3703.25,0,1
SHP-001426,2025-06,8,BAT-001885,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-12,LATAM,70.3,1,6471.16,0,0
SHP-001427,2024-10,0,BAT-000198,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-14,APAC,52.76,1,3812.18,0,0
SHP-001428,2026-06,20,BAT-004413,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-03,APAC,83.53,1,7611.41,0,1
SHP-001429,2026-01,15,BAT-003372,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,54.86,1,4644.49,0,0
SHP-001430,2026-04,18,BAT-004103,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-04,EMEA,74.75,1,8548.33,0,1
SHP-001431,2026-08,22,BAT-005000,PLT-06,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-02,AMER,1.91,1,206.11,0,1
SHP-001432,2026-01,15,BAT-003491,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,34.9,1,4278.72,0,0
SHP-001433,2025-06,8,BAT-001833,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-11,EMEA,35.89,1,4458.16,0,0
SHP-001434,2026-09,23,BAT-005216,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-11,EMEA,52.01,1,3253.86,0,1
SHP-001435,2024-11,1,BAT-000276,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-10,APAC,74.3,0,8818.81,0,0
SHP-001436,2026-05,19,BAT-004333,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-07,APAC,48.54,1,2987.09,0,1
SHP-001437,2025-04,6,BAT-001441,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,29.45,1,3905.89,0,0
SHP-001438,2024-10,0,BAT-000047,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-14,APAC,56.04,1,5628.52,0,0
SHP-001439,2026-04,18,BAT-004080,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,29.84,1,1778.63,0,1
SHP-001440,2026-04,18,BAT-004164,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-06,AMER,23.47,1,1693.79,0,1
SHP-001441,2024-12,2,BAT-000604,PLT-03,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-03,APAC,13.65,1,1484.71,0,0
SHP-001442,2026-09,23,BAT-005157,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-03,APAC,2.63,1,244.53,0,1
SHP-001443,2025-08,10,BAT-002381,PLT-06,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-10,APAC,18.04,1,1724.02,1,0
SHP-001444,2026-04,18,BAT-004145,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-02,AMER,2.3,1,184.75,0,1
SHP-001445,2026-06,20,BAT-004568,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-09,AMER,60.35,1,5094.23,0,1
SHP-001446,2025-08,10,BAT-002227,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,33.55,1,2152.33,0,0
SHP-001447,2026-01,15,BAT-003331,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-02,AMER,66.47,1,5521.05,0,0
SHP-001448,2025-01,3,BAT-000700,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-02,AMER,9.83,1,777.1,0,0
SHP-001449,2026-03,17,BAT-003888,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-13,AMER,17.84,1,1673.81,1,0
SHP-001450,2025-01,3,BAT-000779,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-02,AMER,38.04,1,2635.86,0,0
SHP-001451,2025-12,14,BAT-003105,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-11,EMEA,40.68,1,2451.02,0,0
SHP-001452,2026-03,17,BAT-003866,PLT-03,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-08,EMEA,1.2,1,155.69,0,0
SHP-001453,2025-06,8,BAT-001977,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-01,EMEA,41.49,1,2946.91,0,0
SHP-001454,2025-11,13,BAT-002908,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-13,AMER,68.2,1,7867.02,0,0
SHP-001455,2025-05,7,BAT-001619,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-02,AMER,64.91,0,6590.28,0,0
SHP-001456,2024-12,2,BAT-000576,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,25.79,1,1642.59,0,0
SHP-001457,2025-09,11,BAT-002430,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-12,LATAM,35.53,1,3315.67,0,0
SHP-001458,2026-09,23,BAT-005242,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-14,APAC,43.17,1,3916.44,0,1
SHP-001459,2025-01,3,BAT-000742,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-06,AMER,13.55,1,1892.66,0,0
SHP-001460,2025-08,10,BAT-002326,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-14,APAC,26.23,1,2851.73,0,0
SHP-001461,2026-06,20,BAT-004486,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-12,LATAM,46.67,1,3154.39,1,1
SHP-001462,2025-01,3,BAT-000830,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-10,APAC,40.58,1,5680.58,0,0
SHP-001463,2025-02,4,BAT-000964,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,14.35,1,1722.04,0,0
SHP-001464,2026-06,20,BAT-004616,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-08,EMEA,11.5,1,1287.11,0,1
SHP-001465,2025-03,5,BAT-001154,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,31.3,1,3356.87,0,0
SHP-001466,2026-04,18,BAT-003969,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-03,APAC,13.09,1,1377.71,0,1
SHP-001467,2025-08,10,BAT-002204,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-08,EMEA,65.95,1,5393.22,0,0
SHP-001468,2025-03,5,BAT-001274,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,61.55,1,7388.42,0,0
SHP-001469,2025-09,11,BAT-002459,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-13,AMER,51.94,1,5890.01,0,0
SHP-001470,2025-01,3,BAT-000868,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-09,AMER,21.52,1,1714.75,0,0
SHP-001471,2024-10,0,BAT-000099,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-08,EMEA,27.48,1,1911.78,0,0
SHP-001472,2026-05,19,BAT-004206,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-09,AMER,38.37,1,2278.37,0,1
SHP-001473,2024-11,1,BAT-000298,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-14,APAC,66.18,1,4245.65,0,0
SHP-001474,2025-09,11,BAT-002533,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-14,APAC,27.88,1,2613.54,0,0
SHP-001475,2026-06,20,BAT-004595,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-11,EMEA,22.01,1,1597.91,0,1
SHP-001476,2025-01,3,BAT-000719,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-07,APAC,104.61,1,9979.04,0,0
SHP-001477,2025-03,5,BAT-001165,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-13,AMER,20.81,1,1733.16,0,0
SHP-001478,2025-03,5,BAT-001124,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-05,LATAM,56.92,1,5676.78,0,0
SHP-001479,2026-03,17,BAT-003931,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-10,APAC,28.7,1,1979.97,0,0
SHP-001480,2025-10,12,BAT-002766,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-14,APAC,16.42,1,992.36,0,0
SHP-001481,2025-10,12,BAT-002836,PLT-03,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,14.45,1,1995.54,0,0
SHP-001482,2026-05,19,BAT-004340,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,20.55,1,2851.64,0,1
SHP-001483,2026-02,16,BAT-003570,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-10,APAC,39.13,1,3125.19,0,0
SHP-001484,2025-06,8,BAT-001978,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-09,AMER,75.63,1,7535.26,0,0
SHP-001485,2025-06,8,BAT-001855,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-02,AMER,57.28,1,5020.29,0,0
SHP-001486,2025-11,13,BAT-003005,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,27.77,1,3661.01,0,0
SHP-001487,2026-05,19,BAT-004229,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-15,EMEA,41.98,1,4594.52,0,1
SHP-001488,2025-09,11,BAT-002493,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-06,AMER,20.51,1,1462.45,0,0
SHP-001489,2024-12,2,BAT-000564,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-11,EMEA,33.54,0,3007.58,0,0
SHP-001490,2024-10,0,BAT-000185,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,48.33,0,2928.05,0,0
SHP-001491,2025-06,8,BAT-001940,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-05,LATAM,75.7,1,5182.63,0,0
SHP-001492,2025-08,10,BAT-002346,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-05,LATAM,13.34,1,858.0,1,0
SHP-001493,2025-07,9,BAT-002117,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-09,AMER,59.33,1,8357.89,0,0
SHP-001494,2026-05,19,BAT-004353,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-04,EMEA,2.76,1,351.53,0,1
SHP-001495,2026-07,21,BAT-004734,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,32.75,1,3249.02,0,1
SHP-001496,2025-11,13,BAT-002976,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,22.68,1,1863.23,0,0
SHP-001497,2025-02,4,BAT-000918,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-03,APAC,2.28,1,275.62,0,0
SHP-001498,2026-02,16,BAT-003597,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-01,EMEA,41.78,1,3730.61,0,0
SHP-001499,2025-04,6,BAT-001362,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-09,AMER,36.88,0,3116.85,0,0
SHP-001500,2024-11,1,BAT-000400,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-15,EMEA,18.33,1,1388.08,0,0
SHP-001501,2026-02,16,BAT-003582,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-14,APAC,32.06,1,3109.37,0,0
SHP-001502,2026-09,23,BAT-005277,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-03,APAC,40.12,1,5686.75,0,1
SHP-001503,2026-08,22,BAT-004924,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-13,AMER,79.28,1,7516.13,0,1
SHP-001504,2026-09,23,BAT-005214,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-07,APAC,37.44,1,5380.45,0,1
SHP-001505,2025-03,5,BAT-001193,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-10,APAC,85.26,1,5848.15,0,0
