po_id,period,period_idx,supplier_id,region,geo_risk,material_id,qty_t,on_time_in_full,actual_lead_days,planned_lead_days,po_value,quality_reject,cs_active,lead_time_variance
PO-000994,2025-10,12,SUP-02,AMER,Low,RM-01,214.21,1,15.8,18.0,188951.9,0,0,-2.1999999999999993
PO-000995,2025-10,12,SUP-02,AMER,Low,RM-20,236.12,1,18.1,18.0,495282.07,0,0,0.10000000000000142
PO-000996,2025-10,12,SUP-02,AMER,Low,RM-13,178.66,1,17.5,18.0,65344.13,0,0,-0.5
PO-000997,2025-10,12,SUP-02,AMER,Low,RM-01,111.35,1,15.5,18.0,98220.08,0,0,-2.5
PO-000998,2025-10,12,SUP-02,AMER,Low,RM-01,116.26,1,23.4,18.0,102548.24,0,0,5.399999999999999
PO-000999,2025-10,12,SUP-02,AMER,Low,RM-09,45.46,1,16.1,18.0,31295.74,0,0,-1.8999999999999986
PO-001000,2025-10,12,SUP-03,APAC,Medium,RM-10,139.53,1,37.8,34.0,177111.47,0,0,3.799999999999997
PO-001001,2025-10,12,SUP-03,APAC,Medium,RM-18,45.26,1,34.5,34.0,116859.56,0,0,0.5
PO-001002,2025-10,12,SUP-03,APAC,Medium,RM-04,79.49,1,32.6,34.0,35058.02,0,0,-1.3999999999999986
PO-001003,2025-10,12,SUP-03,APAC,Medium,RM-03,182.68,1,28.2,34.0,188645.37,0,0,-5.800000000000001
PO-001004,2025-10,12,SUP-03,APAC,Medium,RM-03,117.42,1,36.1,34.0,121254.87,0,0,2.1000000000000014
PO-001005,2025-10,12,SUP-03,APAC,Medium,RM-01,105.15,1,33.2,34.0,92751.55,0,0,-0.7999999999999972
PO-001006,2025-10,12,SUP-03,APAC,Medium,RM-05,249.34,1,33.6,34.0,48278.12,0,0,-0.3999999999999986
PO-001007,2025-10,12,SUP-03,APAC,Medium,RM-15,75.71,1,38.6,34.0,71672.49,0,0,4.600000000000001
PO-001008,2025-10,12,SUP-03,APAC,Medium,RM-20,253.61,0,31.9,34.0,531982.47,0,0,-2.1000000000000014
PO-001009,2025-10,12,SUP-03,APAC,Medium,RM-07,76.86,1,31.7,34.0,2356466.91,0,0,-2.3000000000000007
PO-001010,2025-10,12,SUP-03,APAC,Medium,RM-09,254.21,1,30.8,34.0,175012.01,0,0,-3.1999999999999993
PO-001011,2025-10,12,SUP-04,EMEA,Low,RM-14,255.75,1,11.9,10.0,104541.08,0,0,1.9000000000000004
PO-001012,2025-10,12,SUP-04,EMEA,Low,RM-10,137.4,1,7.8,10.0,174406.88,0,0,-2.2
PO-001013,2025-10,12,SUP-04,EMEA,Low,RM-13,162.17,1,8.0,10.0,59310.31,0,0,-2.0
PO-001014,2025-10,12,SUP-04,EMEA,Low,RM-02,57.1,1,9.3,10.0,48522.31,0,0,-0.6999999999999993
PO-001015,2025-10,12,SUP-04,EMEA,Low,RM-06,89.23,1,18.1,10.0,297562.8,0,0,8.100000000000001
PO-001016,2025-10,12,SUP-04,EMEA,Low,RM-02,156.42,1,6.8,10.0,132923.94,0,0,-3.2
PO-001017,2025-10,12,SUP-04,EMEA,Low,RM-01,96.53,1,15.7,10.0,85149.14,0,0,5.699999999999999
PO-001018,2025-10,12,SUP-05,LATAM,Medium,RM-12,124.36,1,23.8,26.0,34781.79,0,0,-2.1999999999999993
PO-001019,2025-10,12,SUP-05,LATAM,Medium,RM-11,115.61,1,28.9,26.0,279821.29,0,0,2.8999999999999986
PO-001020,2025-10,12,SUP-05,LATAM,Medium,RM-01,186.99,1,27.5,26.0,164941.65,0,0,1.5
PO-001021,2025-10,12,SUP-05,LATAM,Medium,RM-11,80.46,1,22.9,26.0,194732.76,0,0,-3.1000000000000014
PO-001022,2025-10,12,SUP-05,LATAM,Medium,RM-10,75.57,0,22.8,26.0,95921.81,0,0,-3.1999999999999993
PO-001023,2025-10,12,SUP-05,LATAM,Medium,RM-17,153.15,1,25.7,26.0,271830.08,0,0,-0.3000000000000007
PO-001024,2025-10,12,SUP-05,LATAM,Medium,RM-19,150.11,1,26.3,26.0,46827.26,0,0,0.3000000000000007
PO-001025,2025-10,12,SUP-05,LATAM,Medium,RM-14,113.61,1,25.9,26.0,46440.22,0,0,-0.10000000000000142
PO-001026,2025-10,12,SUP-05,LATAM,Medium,RM-14,127.09,1,25.6,26.0,51950.14,0,0,-0.3999999999999986
PO-001027,2025-10,12,SUP-05,LATAM,Medium,RM-17,96.16,1,22.1,26.0,170678.22,0,0,-3.8999999999999986
PO-001028,2025-10,12,SUP-06,APAC,Medium,RM-17,67.82,1,25.7,29.0,120366.49,0,0,-3.3000000000000007
PO-001029,2025-10,12,SUP-06,APAC,Medium,RM-06,139.07,1,29.5,29.0,463763.76,0,0,0.5
PO-001030,2025-10,12,SUP-06,APAC,Medium,RM-15,138.1,1,24.2,29.0,130728.8,0,0,-4.800000000000001
PO-001031,2025-10,12,SUP-06,APAC,Medium,RM-17,64.28,1,23.8,29.0,114083.1,0,0,-5.199999999999999
PO-001032,2025-10,12,SUP-06,APAC,Medium,RM-17,74.01,0,30.7,29.0,131365.09,0,0,1.6999999999999993
PO-001033,2025-10,12,SUP-06,APAC,Medium,RM-16,221.57,1,32.5,29.0,102487.48,0,0,3.5
PO-001034,2025-10,12,SUP-06,APAC,Medium,RM-20,240.17,1,23.4,29.0,503795.93,0,0,-5.600000000000001
PO-001035,2025-10,12,SUP-07,EMEA,High,RM-05,106.05,1,32.9,22.0,20535.0,1,0,10.899999999999999
PO-001036,2025-10,12,SUP-07,EMEA,High,RM-11,217.88,0,33.9,22.0,527343.38,0,0,11.899999999999999
PO-001037,2025-10,12,SUP-07,EMEA,High,RM-02,186.62,1,34.6,22.0,158590.06,0,0,12.600000000000001
PO-001038,2025-10,12,SUP-07,EMEA,High,RM-16,153.05,1,29.3,22.0,70793.46,0,0,7.300000000000001
PO-001039,2025-10,12,SUP-07,EMEA,High,RM-17,245.04,1,31.6,22.0,434930.78,0,0,9.600000000000001
PO-001040,2025-10,12,SUP-07,EMEA,High,RM-20,42.6,0,34.5,22.0,89362.14,0,0,12.5
PO-001041,2025-10,12,SUP-07,EMEA,High,RM-06,160.74,1,31.7,22.0,536034.66,1,0,9.7
PO-001042,2025-10,12,SUP-07,EMEA,High,RM-03,58.43,1,29.7,22.0,60341.85,0,0,7.699999999999999
PO-001043,2025-10,12,SUP-08,APAC,Low,RM-17,149.02,1,15.7,20.0,264504.94,0,0,-4.300000000000001
PO-001044,2025-10,12,SUP-08,APAC,Low,RM-17,52.51,1,23.5,20.0,93197.05,0,0,3.5
PO-001045,2025-10,12,SUP-08,APAC,Low,RM-05,101.78,1,20.8,20.0,19707.87,1,0,0.8000000000000007
PO-001046,2025-10,12,SUP-08,APAC,Low,RM-13,95.84,1,21.7,20.0,35053.25,0,0,1.6999999999999993
PO-001047,2025-10,12,SUP-08,APAC,Low,RM-16,154.22,0,21.8,20.0,71335.31,0,0,1.8000000000000007
PO-001048,2025-10,12,SUP-08,APAC,Low,RM-01,154.7,1,19.6,20.0,136456.15,0,0,-0.3999999999999986
PO-001049,2025-10,12,SUP-08,APAC,Low,RM-14,207.04,1,18.1,20.0,84631.53,0,0,-1.8999999999999986
PO-001050,2025-10,12,SUP-08,APAC,Low,RM-10,253.97,1,20.3,20.0,322366.99,0,0,0.3000000000000007
PO-001051,2025-10,12,SUP-08,APAC,Low,RM-04,206.49,1,19.5,20.0,91068.31,0,0,-0.5
PO-001052,2025-10,12,SUP-09,AMER,Low,RM-09,102.96,1,18.3,14.0,70885.54,0,0,4.300000000000001
PO-001053,2025-10,12,SUP-09,AMER,Low,RM-08,232.71,1,16.0,14.0,180234.92,0,0,2.0
PO-001054,2025-10,12,SUP-09,AMER,Low,RM-16,231.52,1,7.7,14.0,107090.12,0,0,-6.3
PO-001055,2025-10,12,SUP-09,AMER,Low,RM-13,147.17,1,13.7,14.0,53824.98,0,0,-0.3000000000000007
PO-001056,2025-10,12,SUP-09,AMER,Low,RM-19,172.22,1,19.1,14.0,53724.78,0,0,5.100000000000001
PO-001057,2025-10,12,SUP-09,AMER,Low,RM-06,149.59,1,10.9,14.0,498822.6,0,0,-3.0999999999999996
PO-001058,2025-10,12,SUP-09,AMER,Low,RM-09,184.34,1,17.8,14.0,126907.48,0,0,3.8000000000000007
PO-001059,2025-10,12,SUP-09,AMER,Low,RM-16,168.66,1,13.8,14.0,78014.5,0,0,-0.1999999999999993
PO-001060,2025-10,12,SUP-09,AMER,Low,RM-03,193.05,1,14.9,14.0,199362.38,0,0,0.9000000000000004
PO-001061,2025-10,12,SUP-10,EMEA,Medium,RM-17,106.48,1,26.5,24.0,188984.58,0,0,2.5
PO-001062,2025-10,12,SUP-10,EMEA,Medium,RM-14,59.61,1,26.6,24.0,24366.07,0,0,2.6000000000000014
PO-001063,2025-10,12,SUP-10,EMEA,Medium,RM-10,63.59,1,21.5,24.0,80717.82,0,0,-2.5
PO-001064,2025-10,12,SUP-10,EMEA,Medium,RM-19,161.02,1,24.0,24.0,50230.02,0,0,0.0
PO-001065,2025-10,12,SUP-10,EMEA,Medium,RM-03,43.1,1,21.5,24.0,44504.08,0,0,-2.5
PO-001066,2025-10,12,SUP-10,EMEA,Medium,RM-16,133.53,0,26.7,24.0,61764.01,0,0,2.6999999999999993
PO-001067,2025-10,12,SUP-10,EMEA,Medium,RM-15,151.02,1,24.3,24.0,142958.37,0,0,0.3000000000000007
PO-001068,2025-10,12,SUP-10,EMEA,Medium,RM-10,131.92,1,24.6,24.0,167446.45,0,0,0.6000000000000014
PO-001069,2025-11,13,SUP-01,EMEA,Low,RM-08,63.85,1,8.8,12.0,48831.65,0,0,-3.1999999999999993
PO-001070,2025-11,13,SUP-01,EMEA,Low,RM-14,87.3,1,9.6,12.0,35238.33,0,0,-2.4000000000000004
PO-001071,2025-11,13,SUP-01,EMEA,Low,RM-10,80.13,1,13.6,12.0,100443.75,0,0,1.5999999999999996
PO-001072,2025-11,13,SUP-01,EMEA,Low,RM-14,46.84,1,11.8,12.0,18905.7,0,0,-0.1999999999999993
PO-001073,2025-11,13,SUP-01,EMEA,Low,RM-20,79.5,1,12.0,12.0,164678.15,0,0,0.0
PO-001074,2025-11,13,SUP-01,EMEA,Low,RM-09,177.84,1,6.4,12.0,120897.82,0,0,-5.6
PO-001075,2025-11,13,SUP-01,EMEA,Low,RM-19,236.23,1,6.1,12.0,72768.65,0,0,-5.9
PO-001076,2025-11,13,SUP-01,EMEA,Low,RM-18,181.9,1,13.8,12.0,463727.92,0,0,1.8000000000000007
PO-001077,2025-11,13,SUP-01,EMEA,Low,RM-06,141.68,1,13.6,12.0,466553.01,0,0,1.5999999999999996
PO-001078,2025-11,13,SUP-01,EMEA,Low,RM-18,139.3,1,12.0,12.0,355112.97,0,0,0.0
PO-001079,2025-11,13,SUP-01,EMEA,Low,RM-03,221.83,1,9.0,12.0,226206.0,0,0,-3.0
PO-001080,2025-11,13,SUP-02,AMER,Low,RM-08,122.19,1,15.1,18.0,93450.78,0,0,-2.9000000000000004
PO-001081,2025-11,13,SUP-02,AMER,Low,RM-12,205.46,1,18.2,18.0,56743.73,0,0,0.1999999999999993
PO-001082,2025-11,13,SUP-02,AMER,Low,RM-01,124.63,1,14.6,18.0,108559.27,0,0,-3.4000000000000004
PO-001083,2025-11,13,SUP-02,AMER,Low,RM-02,100.59,1,21.1,18.0,84415.2,0,0,3.1000000000000014
PO-001084,2025-11,13,SUP-02,AMER,Low,RM-06,214.88,1,18.5,18.0,707592.31,0,0,0.5
PO-001085,2025-11,13,SUP-02,AMER,Low,RM-17,59.72,1,18.6,18.0,104666.25,0,0,0.6000000000000014
PO-001086,2025-11,13,SUP-03,APAC,Medium,RM-06,176.9,1,24.8,34.0,582516.54,0,0,-9.2
PO-001087,2025-11,13,SUP-03,APAC,Medium,RM-13,134.78,1,35.3,34.0,48676.74,0,0,1.2999999999999972
PO-001088,2025-11,13,SUP-03,APAC,Medium,RM-19,127.16,1,36.6,34.0,39170.18,0,0,2.6000000000000014
PO-001089,2025-11,13,SUP-03,APAC,Medium,RM-01,60.68,1,32.7,34.0,52851.61,0,0,-1.2999999999999972
PO-001090,2025-11,13,SUP-03,APAC,Medium,RM-12,254.39,1,38.7,34.0,70258.28,0,0,4.700000000000003
PO-001091,2025-11,13,SUP-03,APAC,Medium,RM-14,245.16,1,37.3,34.0,98958.4,0,0,3.299999999999997
PO-001092,2025-11,13,SUP-03,APAC,Medium,RM-17,211.4,0,33.9,34.0,370511.61,0,0,-0.10000000000000142
PO-001093,2025-11,13,SUP-03,APAC,Medium,RM-09,63.11,1,35.7,34.0,42903.85,0,0,1.7000000000000028
PO-001094,2025-11,13,SUP-03,APAC,Medium,RM-10,151.01,1,36.2,34.0,189286.44,0,0,2.200000000000003
PO-001095,2025-11,13,SUP-03,APAC,Medium,RM-02,137.75,1,33.8,34.0,115598.02,0,0,-0.20000000000000284
PO-001096,2025-11,13,SUP-04,EMEA,Low,RM-06,77.99,1,10.3,10.0,256829.84,0,0,0.3000000000000007
PO-001097,2025-11,13,SUP-04,EMEA,Low,RM-16,256.57,1,10.2,10.0,117192.75,0,0,0.1999999999999993
PO-001098,2025-11,13,SUP-04,EMEA,Low,RM-20,150.92,1,9.9,10.0,312613.85,0,0,-0.09999999999999964
PO-001099,2025-11,13,SUP-04,EMEA,Low,RM-11,166.44,1,10.5,10.0,397796.09,0,0,0.5
PO-001100,2025-11,13,SUP-04,EMEA,Low,RM-09,96.03,1,13.2,10.0,65283.18,0,0,3.1999999999999993
PO-001101,2025-11,13,SUP-04,EMEA,Low,RM-02,224.82,1,11.2,10.0,188659.17,0,0,1.1999999999999993
PO-001102,2025-11,13,SUP-04,EMEA,Low,RM-20,199.66,1,9.6,10.0,413570.36,0,0,-0.40000000000000036
PO-001103,2025-11,13,SUP-04,EMEA,Low,RM-20,115.21,1,10.1,10.0,238636.8,0,0,0.09999999999999964
PO-001104,2025-11,13,SUP-04,EMEA,Low,RM-08,223.26,1,16.9,10.0,170750.44,0,0,6.899999999999999
PO-001105,2025-11,13,SUP-04,EMEA,Low,RM-13,220.06,1,12.0,10.0,79474.93,1,0,2.0
PO-001106,2025-11,13,SUP-04,EMEA,Low,RM-13,228.32,1,14.6,10.0,82460.65,0,0,4.6
PO-001107,2025-11,13,SUP-05,LATAM,Medium,RM-07,163.24,1,27.3,26.0,4941713.48,0,0,1.3000000000000007
PO-001108,2025-11,13,SUP-05,LATAM,Medium,RM-07,238.92,1,18.8,26.0,7233089.44,0,0,-7.199999999999999
PO-001109,2025-11,13,SUP-05,LATAM,Medium,RM-08,177.62,1,28.0,26.0,135842.41,0,0,2.0
PO-001110,2025-11,13,SUP-05,LATAM,Medium,RM-13,99.25,1,22.6,26.0,35843.87,0,0,-3.3999999999999986
PO-001111,2025-11,13,SUP-05,LATAM,Medium,RM-18,55.25,1,31.7,26.0,140839.84,0,0,5.699999999999999
PO-001112,2025-11,13,SUP-05,LATAM,Medium,RM-08,209.74,1,26.2,26.0,160409.98,0,0,0.1999999999999993
PO-001113,2025-11,13,SUP-05,LATAM,Medium,RM-04,81.08,1,28.8,26.0,35312.65,0,0,2.8000000000000007
PO-001114,2025-11,13,SUP-05,LATAM,Medium,RM-06,164.55,1,25.4,26.0,541841.01,0,0,-0.6000000000000014
PO-001115,2025-11,13,SUP-05,LATAM,Medium,RM-05,54.28,1,29.1,26.0,10377.95,0,0,3.1000000000000014
PO-001116,2025-11,13,SUP-05,LATAM,Medium,RM-15,89.72,1,28.0,26.0,83868.86,0,0,2.0
PO-001117,2025-11,13,SUP-06,APAC,Medium,RM-18,63.41,0,24.1,29.0,161651.0,0,0,-4.899999999999999
PO-001118,2025-11,13,SUP-06,APAC,Medium,RM-02,83.68,0,27.5,29.0,70223.87,0,0,-1.5
PO-001119,2025-11,13,SUP-06,APAC,Medium,RM-17,144.78,1,27.1,29.0,253755.7,0,0,-1.8999999999999986
PO-001120,2025-11,13,SUP-06,APAC,Medium,RM-03,70.62,1,24.8,29.0,72013.3,0,0,-4.199999999999999
PO-001121,2025-11,13,SUP-06,APAC,Medium,RM-15,133.0,1,31.4,29.0,124324.2,0,0,2.3999999999999986
PO-001122,2025-11,13,SUP-06,APAC,Medium,RM-17,213.16,0,26.7,29.0,373596.01,0,0,-2.3000000000000007
PO-001123,2025-11,13,SUP-06,APAC,Medium,RM-01,155.1,1,31.0,29.0,135092.79,0,0,2.0
PO-001124,2025-11,13,SUP-06,APAC,Medium,RM-14,187.73,1,28.9,29.0,75778.76,0,0,-0.10000000000000142
PO-001125,2025-11,13,SUP-06,APAC,Medium,RM-04,60.04,1,28.7,29.0,26147.94,0,0,-0.3000000000000007
PO-001126,2025-11,13,SUP-06,APAC,Medium,RM-08,86.74,1,28.5,29.0,66339.13,0,0,-0.5
PO-001127,2025-11,13,SUP-07,EMEA,High,RM-02,237.21,1,30.2,22.0,199059.75,0,0,8.2
PO-001128,2025-11,13,SUP-07,EMEA,High,RM-11,202.88,1,27.3,22.0,484887.66,0,0,5.300000000000001
PO-001129,2025-11,13,SUP-07,EMEA,High,RM-20,144.31,1,33.2,22.0,298920.21,0,0,11.200000000000003
PO-001130,2025-11,13,SUP-07,EMEA,High,RM-06,236.24,1,36.2,22.0,777934.37,0,0,14.200000000000003
PO-001131,2025-11,13,SUP-07,EMEA,High,RM-02,200.69,1,33.8,22.0,168412.2,0,0,11.799999999999997
PO-001132,2025-11,13,SUP-07,EMEA,High,RM-03,185.87,1,32.7,22.0,189536.35,0,0,10.700000000000003
PO-001133,2025-11,13,SUP-07,EMEA,High,RM-12,70.82,1,32.7,22.0,19560.16,0,0,10.700000000000003
PO-001134,2025-11,13,SUP-07,EMEA,High,RM-05,124.91,1,30.7,22.0,23882.98,0,0,8.7
PO-001135,2025-11,13,SUP-07,EMEA,High,RM-08,249.95,1,35.3,22.0,191161.44,0,0,13.299999999999997
PO-001136,2025-11,13,SUP-07,EMEA,High,RM-13,102.74,1,29.8,22.0,37105.66,1,0,7.800000000000001
PO-001137,2025-11,13,SUP-07,EMEA,High,RM-03,141.34,1,37.1,22.0,144125.97,0,0,15.100000000000001
PO-001138,2025-11,13,SUP-08,APAC,Low,RM-19,237.68,1,12.5,20.0,73216.02,0,0,-7.5
PO-001139,2025-11,13,SUP-08,APAC,Low,RM-05,95.41,0,24.9,20.0,18241.65,0,0,4.899999999999999
PO-001140,2025-11,13,SUP-08,APAC,Low,RM-09,134.27,1,19.3,20.0,91278.52,0,0,-0.6999999999999993
PO-001141,2025-11,13,SUP-08,APAC,Low,RM-16,195.15,1,18.1,20.0,89137.24,0,0,-1.8999999999999986
PO-001142,2025-11,13,SUP-08,APAC,Low,RM-08,77.84,1,22.4,20.0,59531.72,0,0,2.3999999999999986
PO-001143,2025-11,13,SUP-08,APAC,Low,RM-16,233.41,1,23.7,20.0,106613.89,1,0,3.6999999999999993
PO-001144,2025-11,13,SUP-08,APAC,Low,RM-18,207.39,1,19.3,20.0,528720.25,1,0,-0.6999999999999993
PO-001145,2025-11,13,SUP-08,APAC,Low,RM-18,113.29,1,16.4,20.0,288803.6,0,0,-3.6000000000000014
PO-001146,2025-11,13,SUP-08,APAC,Low,RM-14,171.34,1,16.6,20.0,69162.43,0,0,-3.3999999999999986
PO-001147,2025-11,13,SUP-08,APAC,Low,RM-04,107.91,1,22.7,20.0,46998.28,0,0,2.6999999999999993
PO-001148,2025-11,13,SUP-09,AMER,Low,RM-11,62.74,1,14.5,14.0,149946.44,0,0,0.5
PO-001149,2025-11,13,SUP-09,AMER,Low,RM-01,235.13,1,16.6,14.0,204801.22,0,0,2.6000000000000014
PO-001150,2025-11,13,SUP-09,AMER,Low,RM-18,124.83,1,12.0,14.0,318229.83,0,0,-2.0
PO-001151,2025-11,13,SUP-09,AMER,Low,RM-06,140.95,1,19.0,14.0,464146.45,0,0,5.0
PO-001152,2025-11,13,SUP-09,AMER,Low,RM-18,203.2,0,13.1,14.0,518031.24,0,0,-0.9000000000000004
PO-001153,2025-11,13,SUP-09,AMER,Low,RM-05,125.61,1,12.0,14.0,24015.89,0,0,-2.0
PO-001154,2025-11,13,SUP-09,AMER,Low,RM-16,57.42,1,8.2,14.0,26226.1,0,0,-5.800000000000001
PO-001155,2025-11,13,SUP-10,EMEA,Medium,RM-12,121.21,1,24.4,24.0,33476.47,0,0,0.3999999999999986
PO-001156,2025-11,13,SUP-10,EMEA,Medium,RM-08,192.93,1,20.2,24.0,147556.75,0,0,-3.8000000000000007
PO-001157,2025-11,13,SUP-10,EMEA,Medium,RM-15,42.52,1,26.5,24.0,39750.1,0,0,2.5
PO-001158,2025-11,13,SUP-10,EMEA,Medium,RM-02,173.43,1,22.5,24.0,145538.92,0,0,-1.5
PO-001159,2025-11,13,SUP-10,EMEA,Medium,RM-20,200.89,1,18.3,24.0,416118.34,0,0,-5.699999999999999
PO-001160,2025-11,13,SUP-10,EMEA,Medium,RM-19,163.07,1,23.8,24.0,50234.1,0,0,-0.1999999999999993
PO-001161,2025-11,13,SUP-10,EMEA,Medium,RM-01,191.59,1,27.1,24.0,166877.42,0,0,3.1000000000000014
PO-001162,2025-11,13,SUP-10,EMEA,Medium,RM-18,221.68,1,19.5,24.0,565141.41,0,0,-4.5
PO-001163,2025-11,13,SUP-10,EMEA,Medium,RM-17,88.18,1,25.6,24.0,154548.62,0,0,1.6000000000000014
PO-001164,2025-12,14,SUP-01,EMEA,Low,RM-02,158.02,1,11.9,12.0,131500.48,0,0,-0.09999999999999964
PO-001165,2025-12,14,SUP-01,EMEA,Low,RM-12,89.19,1,15.8,12.0,24428.4,0,0,3.8000000000000007
PO-001166,2025-12,14,SUP-01,EMEA,Low,RM-04,101.26,1,9.9,12.0,43732.54,0,0,-2.0999999999999996
PO-001167,2025-12,14,SUP-01,EMEA,Low,RM-01,178.19,1,15.6,12.0,153917.24,0,0,3.5999999999999996
PO-001168,2025-12,14,SUP-01,EMEA,Low,RM-10,214.17,1,8.1,12.0,266214.95,0,0,-3.9000000000000004
PO-001169,2025-12,14,SUP-01,EMEA,Low,RM-13,224.93,1,8.1,12.0,80559.66,0,0,-3.9000000000000004
PO-001170,2025-12,14,SUP-01,EMEA,Low,RM-06,49.7,1,7.8,12.0,162309.03,0,0,-4.2
PO-001171,2025-12,14,SUP-01,EMEA,Low,RM-06,54.25,1,16.4,12.0,177146.24,0,0,4.399999999999999
PO-001172,2025-12,14,SUP-01,EMEA,Low,RM-02,111.44,1,6.4,12.0,92737.75,0,0,-5.6
PO-001173,2025-12,14,SUP-01,EMEA,Low,RM-09,75.37,1,16.9,12.0,50809.84,0,0,4.899999999999999
PO-001174,2025-12,14,SUP-01,EMEA,Low,RM-07,125.95,1,5.7,12.0,3781199.74,0,0,-6.3
PO-001175,2025-12,14,SUP-02,AMER,Low,RM-09,73.55,1,16.0,18.0,49586.95,0,0,-2.0
PO-001176,2025-12,14,SUP-02,AMER,Low,RM-14,58.03,1,15.1,18.0,23227.69,0,0,-2.9000000000000004
PO-001177,2025-12,14,SUP-02,AMER,Low,RM-20,136.31,1,15.4,18.0,279991.56,0,0,-2.5999999999999996
PO-001178,2025-12,14,SUP-02,AMER,Low,RM-13,216.86,1,19.1,18.0,77667.46,0,0,1.1000000000000014
PO-001179,2025-12,14,SUP-02,AMER,Low,RM-18,170.4,1,16.2,18.0,430786.74,0,0,-1.8000000000000007
PO-001180,2025-12,14,SUP-02,AMER,Low,RM-15,129.85,1,19.5,18.0,120364.65,0,0,1.5
PO-001181,2025-12,14,SUP-02,AMER,Low,RM-02,186.69,1,15.3,18.0,155360.16,0,0,-2.6999999999999993
PO-001182,2025-12,14,SUP-02,AMER,Low,RM-05,117.12,1,16.4,18.0,22207.54,0,0,-1.6000000000000014
PO-001183,2025-12,14,SUP-02,AMER,Low,RM-06,154.22,1,18.3,18.0,503607.48,0,0,0.3000000000000007
PO-001184,2025-12,14,SUP-03,APAC,Medium,RM-01,50.42,1,33.9,34.0,43550.53,0,0,-0.10000000000000142
PO-001185,2025-12,14,SUP-03,APAC,Medium,RM-15,151.04,1,31.9,34.0,140006.74,0,0,-2.1000000000000014
PO-001186,2025-12,14,SUP-03,APAC,Medium,RM-10,209.39,1,32.2,34.0,260270.94,0,0,-1.7999999999999972
PO-001187,2025-12,14,SUP-03,APAC,Medium,RM-04,59.37,1,32.1,34.0,25643.15,0,0,-1.8999999999999986
PO-001188,2025-12,14,SUP-03,APAC,Medium,RM-16,211.01,1,31.2,34.0,95579.76,1,0,-2.8000000000000007
PO-001189,2025-12,14,SUP-03,APAC,Medium,RM-15,186.53,0,31.6,34.0,172910.8,0,0,-2.3999999999999986
PO-001190,2025-12,14,SUP-03,APAC,Medium,RM-06,156.57,1,33.8,34.0,511290.77,0,0,-0.20000000000000284
PO-001191,2025-12,14,SUP-04,EMEA,Low,RM-05,196.22,1,13.7,10.0,37205.85,0,0,3.6999999999999993
PO-001192,2025-12,14,SUP-04,EMEA,Low,RM-07,203.63,1,12.0,10.0,6113377.38,0,0,2.0
PO-001193,2025-12,14,SUP-04,EMEA,Low,RM-07,135.49,1,7.3,10.0,4067541.54,0,0,-2.7
PO-001194,2025-12,14,SUP-04,EMEA,Low,RM-09,67.58,1,10.8,10.0,45561.44,0,0,0.8000000000000007
PO-001195,2025-12,14,SUP-04,EMEA,Low,RM-13,257.25,1,13.4,10.0,92132.48,0,0,3.4000000000000004
PO-001196,2025-12,14,SUP-04,EMEA,Low,RM-15,248.9,1,12.9,10.0,230725.59,0,0,2.9000000000000004
PO-001197,2025-12,14,SUP-04,EMEA,Low,RM-02,206.51,1,14.2,10.0,171851.75,0,0,4.199999999999999
PO-001198,2025-12,14,SUP-05,LATAM,Medium,RM-16,56.05,1,25.9,26.0,25387.62,0,0,-0.10000000000000142
PO-001199,2025-12,14,SUP-05,LATAM,Medium,RM-15,257.18,1,20.9,26.0,238401.16,0,0,-5.100000000000001
PO-001200,2025-12,14,SUP-05,LATAM,Medium,RM-16,81.36,1,23.6,26.0,36851.78,0,0,-2.3999999999999986
PO-001201,2025-12,14,SUP-05,LATAM,Medium,RM-11,198.95,1,24.2,26.0,471530.75,0,0,-1.8000000000000007
PO-001202,2025-12,14,SUP-05,LATAM,Medium,RM-15,253.89,1,33.8,26.0,235352.61,0,0,7.799999999999997
PO-001203,2025-12,14,SUP-05,LATAM,Medium,RM-16,192.91,1,29.6,26.0,87377.43,0,0,3.6000000000000014
PO-001204,2025-12,14,SUP-05,LATAM,Medium,RM-13,42.29,1,27.4,26.0,15147.9,0,0,1.3999999999999986
PO-001205,2025-12,14,SUP-05,LATAM,Medium,RM-03,225.86,1,27.2,26.0,228397.17,0,0,1.1999999999999993
PO-001206,2025-12,14,SUP-05,LATAM,Medium,RM-12,60.62,1,28.2,26.0,16603.8,0,0,2.1999999999999993
PO-001207,2025-12,14,SUP-06,APAC,Medium,RM-07,90.45,1,26.8,29.0,2715295.93,0,0,-2.1999999999999993
PO-001208,2025-12,14,SUP-06,APAC,Medium,RM-17,125.04,1,33.0,29.0,217336.74,0,0,4.0
PO-001209,2025-12,14,SUP-06,APAC,Medium,RM-02,132.12,1,25.9,29.0,109945.81,0,0,-3.1000000000000014
PO-001210,2025-12,14,SUP-06,APAC,Medium,RM-14,172.62,1,32.9,29.0,69097.0,0,0,3.8999999999999986
PO-001211,2025-12,14,SUP-06,APAC,Medium,RM-13,53.71,1,28.3,29.0,19236.73,0,0,-0.6999999999999993
PO-001212,2025-12,14,SUP-06,APAC,Medium,RM-01,246.0,1,29.8,29.0,212491.28,0,0,0.8000000000000007
PO-001213,2025-12,14,SUP-06,APAC,Medium,RM-19,70.89,1,24.9,29.0,21654.74,0,0,-4.100000000000001
PO-001214,2025-12,14,SUP-06,APAC,Medium,RM-14,139.24,0,28.0,29.0,55735.53,0,0,-1.0
