batch_id,period,period_idx,plant_id,region,formula_id,product_id,product_family,oee,yield_pct,planned_qty_t,actual_qty_t,sold_qty_t,qc_failed,rm_cost_per_t,total_cost,revenue,cs_active,gross_margin,conv_cost_per_t_calc
BAT-002602,2025-09,11,PLT-03,APAC,FRM-05,PRD-05,Coatings,0.6617,0.9014,32.99,29.73,29.73,0,1242.08,61549.69,88179.44,0,26629.75,623.6274871173084
BAT-002603,2025-09,11,PLT-01,EMEA,FRM-01,PRD-01,Polymers,0.8573,0.9335,61.9,57.78,57.78,0,714.16,60794.35,101311.19,0,40516.840000000004,267.978126009693
BAT-002604,2025-09,11,PLT-03,APAC,FRM-12,PRD-12,Solvents,0.6151,0.9077,32.96,29.92,29.92,0,574.41,29018.89,41388.21,0,12369.32,306.0174878640777
BAT-002605,2025-09,11,PLT-03,APAC,FRM-07,PRD-07,Catalysts,0.6711,0.7915,1.87,1.48,1.48,0,14057.66,39242.51,53672.73,0,14430.220000000001,6927.639465240642
BAT-002606,2025-09,11,PLT-02,AMER,FRM-03,PRD-03,Solvents,0.825,0.9924,105.22,104.42,104.42,0,521.39,78170.85,135869.52,0,57698.669999999984,221.53767534689234
BAT-002607,2025-09,11,PLT-03,APAC,FRM-07,PRD-07,Catalysts,0.6024,0.8222,1.07,0.88,0.88,0,14057.66,22075.17,31704.32,0,9629.150000000001,6573.3399999999965
BAT-002608,2025-09,11,PLT-03,APAC,FRM-10,PRD-10,Agrochem,0.6407,0.8867,58.75,52.09,52.09,0,543.6,46556.23,65131.0,0,18574.769999999997,248.84646808510638
BAT-002609,2025-09,11,PLT-06,APAC,FRM-08,PRD-08,Surfactants,0.889,0.9364,54.02,50.58,50.58,0,985.0,73764.66,115997.72,0,42233.06,380.50647908182145
BAT-002610,2025-09,11,PLT-01,EMEA,FRM-05,PRD-05,Coatings,0.8452,0.9536,13.87,13.22,13.22,0,1242.08,24085.08,38585.01,0,14499.93,494.40738284066356
BAT-002611,2025-09,11,PLT-06,APAC,FRM-10,PRD-10,Agrochem,0.7902,0.8692,69.04,60.01,60.01,0,543.6,54612.75,76027.5,0,21414.75,247.43056199304738
BAT-002612,2025-09,11,PLT-03,APAC,FRM-04,PRD-04,Agrochem,0.5937,0.8777,71.0,62.31,62.31,0,513.44,55727.69,71447.98,0,15720.289999999994,271.4570422535211
BAT-002613,2025-09,11,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6728,0.9428,35.83,33.78,33.78,0,714.16,37011.75,58532.13,0,21520.379999999997,318.82213787329067
BAT-002614,2025-09,11,PLT-04,EMEA,FRM-05,PRD-05,Coatings,0.862,0.8936,40.6,36.29,36.29,0,1242.08,69431.05,109503.99,0,40072.94,468.0443842364532
BAT-002615,2025-09,11,PLT-06,APAC,FRM-09,PRD-09,Specialty,0.8277,0.8565,46.7,40.0,0.0,1,1516.94,97172.14,0.0,0,-97172.14,563.8338758029977
BAT-002616,2025-09,11,PLT-04,EMEA,FRM-03,PRD-03,Solvents,0.8117,0.9265,75.42,69.88,69.88,0,521.39,55730.59,91367.42,0,35636.83,217.54648899496146
BAT-002617,2025-09,11,PLT-01,EMEA,FRM-05,PRD-05,Coatings,0.8656,0.9136,37.1,33.9,33.9,0,1242.08,63703.32,99389.41,0,35686.090000000004,474.99061994609156
BAT-002618,2025-09,11,PLT-05,LATAM,FRM-07,PRD-07,Catalysts,0.7845,0.8844,2.26,2.0,2.0,0,14057.66,46528.2,68775.59,0,22247.39,6530.039115044248
BAT-002619,2025-09,11,PLT-01,EMEA,FRM-09,PRD-09,Specialty,0.8585,0.8793,41.47,36.47,36.47,0,1516.94,84047.67,95004.8,0,10957.130000000005,509.77015191704845
BAT-002620,2025-09,11,PLT-05,LATAM,FRM-07,PRD-07,Catalysts,0.7841,0.8886,1.35,1.2,1.2,0,14057.66,26850.73,44976.58,0,18125.850000000002,5831.769629629627
BAT-002621,2025-09,11,PLT-04,EMEA,FRM-02,PRD-02,Polymers,0.8688,0.9396,27.83,26.15,26.15,0,836.96,32246.56,49532.8,0,17286.24,321.737808120733
BAT-002622,2025-09,11,PLT-03,APAC,FRM-08,PRD-08,Surfactants,0.6032,0.901,44.97,40.52,40.52,0,985.0,66526.05,89610.8,0,23084.75,494.34289526350904
BAT-002623,2025-09,11,PLT-06,APAC,FRM-04,PRD-04,Agrochem,0.86,0.9784,65.39,63.97,63.97,0,513.44,45927.41,78745.81,0,32818.399999999994,188.92137024009787
BAT-002624,2025-09,11,PLT-04,EMEA,FRM-05,PRD-05,Coatings,0.8962,0.892,31.73,28.3,28.3,0,1242.08,54394.87,87810.28,0,33415.409999999996,472.22412858493544
BAT-002625,2025-09,11,PLT-02,AMER,FRM-11,PRD-11,Polymers,0.8622,0.9163,80.91,74.14,74.14,0,687.06,78470.77,121749.27,0,43278.5,282.7925522185145
BAT-002626,2025-09,11,PLT-04,EMEA,FRM-08,PRD-08,Surfactants,0.8182,0.9557,58.35,55.76,55.76,0,985.0,80375.6,126431.83,0,46056.229999999996,392.4738646101114
BAT-002627,2025-09,11,PLT-02,AMER,FRM-03,PRD-03,Solvents,0.9092,0.9895,113.06,111.87,111.87,0,521.39,83756.21,139919.04,0,56162.83,219.42204670086687
BAT-002628,2025-09,11,PLT-02,AMER,FRM-08,PRD-08,Surfactants,0.8599,0.9104,37.51,34.15,34.15,0,985.0,53050.16,74775.41,0,21725.25,429.2937883231141
BAT-002629,2025-09,11,PLT-02,AMER,FRM-10,PRD-10,Agrochem,0.847,0.9407,108.05,101.65,0.0,1,543.6,84463.3,0.0,0,-84463.3,238.1056918093476
BAT-002630,2025-09,11,PLT-03,APAC,FRM-02,PRD-02,Polymers,0.7082,0.9165,52.11,47.76,47.76,0,836.96,65565.52,93259.48,0,27693.959999999992,421.2537785453849
BAT-002631,2025-09,11,PLT-04,EMEA,FRM-09,PRD-09,Specialty,0.8635,0.8154,16.81,13.71,13.71,0,1516.94,34818.62,36852.87,0,2034.25,554.3639857227845
BAT-002632,2025-09,11,PLT-02,AMER,FRM-09,PRD-09,Specialty,0.8534,0.8276,35.71,29.55,29.55,0,1516.94,74692.94,74717.77,0,24.830000000001746,574.7133183982078
BAT-002633,2025-09,11,PLT-05,LATAM,FRM-09,PRD-09,Specialty,0.801,0.766,15.6,11.95,11.95,0,1516.94,32868.19,29491.11,0,-3377.0800000000017,589.9952564102564
BAT-002634,2025-09,11,PLT-06,APAC,FRM-06,PRD-06,Coatings,0.8732,0.8793,13.74,12.08,0.0,1,1348.27,25483.19,0.0,0,-25483.19,506.4017612809314
BAT-002635,2025-09,11,PLT-04,EMEA,FRM-06,PRD-06,Coatings,0.8555,0.8944,30.25,27.06,27.06,0,1348.27,58321.33,88922.07,0,30600.740000000005,579.7078512396695
BAT-002636,2025-09,11,PLT-06,APAC,FRM-09,PRD-09,Specialty,0.8244,0.8961,31.19,27.95,27.95,0,1516.94,65395.94,74119.07,0,8723.130000000005,579.7557358127606
BAT-002637,2025-09,11,PLT-05,LATAM,FRM-01,PRD-01,Polymers,0.815,0.9175,48.94,44.9,44.9,0,714.16,48805.75,76663.99,0,27858.240000000005,283.09684511646924
BAT-002638,2025-09,11,PLT-02,AMER,FRM-09,PRD-09,Specialty,0.7732,0.8527,36.52,31.14,0.0,1,1516.94,75825.22,0.0,0,-75825.22,559.3256078860895
BAT-002639,2025-09,11,PLT-02,AMER,FRM-09,PRD-09,Specialty,0.8366,0.8224,52.97,43.56,0.0,1,1516.94,112891.27,0.0,0,-112891.27,614.2903190485181
BAT-002640,2025-09,11,PLT-04,EMEA,FRM-09,PRD-09,Specialty,0.8021,0.8601,18.89,16.25,16.25,0,1516.94,39585.87,41300.02,0,1714.1499999999942,578.6592588671256
BAT-002641,2025-10,12,PLT-06,APAC,FRM-10,PRD-10,Agrochem,0.815,0.874,46.49,40.63,40.63,0,595.17,38646.31,47317.87,0,8671.560000000005,236.1122112282211
BAT-002642,2025-10,12,PLT-05,LATAM,FRM-02,PRD-02,Polymers,0.7921,0.8907,33.16,29.54,29.54,0,916.36,43195.74,57579.05,0,14383.310000000005,386.2859589867311
BAT-002643,2025-10,12,PLT-01,EMEA,FRM-04,PRD-04,Agrochem,0.8793,0.9162,77.39,70.9,70.9,0,562.15,59959.28,83054.05,0,23094.770000000004,212.61779945729427
BAT-002644,2025-10,12,PLT-05,LATAM,FRM-08,PRD-08,Surfactants,0.7748,0.9063,22.47,20.37,20.37,0,1078.44,33315.55,46646.77,0,13331.219999999994,404.22800178015154
BAT-002645,2025-10,12,PLT-04,EMEA,FRM-10,PRD-10,Agrochem,0.9242,0.9323,36.4,33.94,33.94,0,595.17,29936.3,41718.23,0,11781.930000000004,227.25582417582427
BAT-002646,2025-10,12,PLT-03,APAC,FRM-06,PRD-06,Coatings,0.6482,0.839,30.81,25.85,25.85,0,1476.17,64959.61,89961.09,0,25001.479999999996,632.2237033430706
BAT-002647,2025-10,12,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.869,0.9847,32.9,32.39,32.39,0,628.9,28139.54,48463.74,0,20324.199999999997,226.40516717325238
BAT-002648,2025-10,12,PLT-01,EMEA,FRM-04,PRD-04,Agrochem,0.8185,0.9318,46.23,43.08,43.08,0,562.15,36735.58,48900.28,0,12164.699999999997,232.4764330521308
BAT-002649,2025-10,12,PLT-02,AMER,FRM-07,PRD-07,Catalysts,0.8677,0.8808,3.29,2.9,2.9,0,15391.21,70185.55,100027.28,0,29841.729999999996,5941.783920972644
BAT-002650,2025-10,12,PLT-04,EMEA,FRM-02,PRD-02,Polymers,0.8901,0.8861,71.07,62.98,62.98,0,916.36,86190.53,121177.01,0,34986.479999999996,296.39545237090203
BAT-002651,2025-10,12,PLT-02,AMER,FRM-07,PRD-07,Catalysts,0.7992,0.8603,4.08,3.51,3.51,0,15391.21,86575.81,127629.79,0,41053.979999999996,5828.351274509805
BAT-002652,2025-10,12,PLT-05,LATAM,FRM-07,PRD-07,Catalysts,0.7968,0.856,0.94,0.81,0.81,0,15391.21,20356.9,29279.64,0,8922.739999999998,6265.066595744684
BAT-002653,2025-10,12,PLT-04,EMEA,FRM-07,PRD-07,Catalysts,0.8916,0.8514,3.44,2.93,2.93,0,15391.21,69961.51,109892.73,0,39931.22,4946.438255813951
BAT-002654,2025-10,12,PLT-04,EMEA,FRM-08,PRD-08,Surfactants,0.9102,0.9515,39.51,37.59,37.59,0,1078.44,57202.61,85012.73,0,27810.119999999995,369.36080992153893
BAT-002655,2025-10,12,PLT-01,EMEA,FRM-02,PRD-02,Polymers,0.8066,0.9857,38.32,37.77,37.77,0,916.36,48177.96,73684.87,0,25506.909999999996,340.89365344467626
BAT-002656,2025-10,12,PLT-03,APAC,FRM-06,PRD-06,Coatings,0.6058,0.8515,26.64,22.69,22.69,0,1476.17,59022.4,74685.57,0,15663.170000000006,739.3855555555556
BAT-002657,2025-10,12,PLT-05,LATAM,FRM-05,PRD-05,Coatings,0.8437,0.8735,20.48,17.89,17.89,0,1359.91,37712.06,54164.51,0,16452.450000000004,481.4991796874997
BAT-002658,2025-10,12,PLT-03,APAC,FRM-07,PRD-07,Catalysts,0.6708,0.843,3.06,2.58,2.58,0,15391.21,68192.36,89792.93,0,21600.569999999992,6893.874967320262
BAT-002659,2025-10,12,PLT-06,APAC,FRM-12,PRD-12,Solvents,0.8572,0.9623,82.94,79.82,79.82,0,628.9,71681.96,108344.57,0,36662.61,235.36284060766832
BAT-002660,2025-10,12,PLT-03,APAC,FRM-09,PRD-09,Specialty,0.6876,0.7798,23.37,18.22,18.22,0,1660.84,54382.84,48534.92,0,-5847.919999999998,666.1963714163455
BAT-002661,2025-10,12,PLT-05,LATAM,FRM-04,PRD-04,Agrochem,0.8549,0.9507,50.89,48.38,48.38,0,562.15,39185.37,56906.73,0,17721.36,207.85137551581852
BAT-002662,2025-10,12,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.8853,0.9743,46.77,45.56,45.56,0,628.9,40189.41,68193.43,0,28004.01999999999,230.39890955740862
BAT-002663,2025-10,12,PLT-03,APAC,FRM-08,PRD-08,Surfactants,0.6339,0.847,29.89,25.31,25.31,0,1078.44,45872.79,57646.32,0,11773.529999999999,456.2803077952492
BAT-002664,2025-10,12,PLT-03,APAC,FRM-02,PRD-02,Polymers,0.6161,0.9119,29.39,26.8,0.0,1,916.36,38769.54,0.0,0,-38769.54,402.7805239877508
BAT-002665,2025-10,12,PLT-04,EMEA,FRM-04,PRD-04,Agrochem,0.8832,0.9237,93.81,86.65,86.65,0,562.15,70456.4,102604.24,0,32147.84000000001,188.90425860782432
BAT-002666,2025-10,12,PLT-01,EMEA,FRM-05,PRD-05,Coatings,0.8317,0.8985,27.83,25.0,25.0,0,1359.91,53183.04,72479.34,0,19296.299999999996,551.0867660797701
BAT-002667,2025-10,12,PLT-03,APAC,FRM-11,PRD-11,Polymers,0.6082,0.908,37.0,33.59,0.0,1,752.24,40735.18,0.0,0,-40735.18,348.7108108108107
BAT-002668,2025-10,12,PLT-04,EMEA,FRM-04,PRD-04,Agrochem,0.9072,0.9078,45.97,41.73,41.73,0,562.15,35925.14,49895.89,0,13970.75,219.34097237328695
BAT-002669,2025-10,12,PLT-01,EMEA,FRM-05,PRD-05,Coatings,0.8222,0.9472,29.33,27.78,27.78,0,1359.91,54457.58,86742.34,0,32284.759999999995,496.8093999318105
BAT-002670,2025-10,12,PLT-02,AMER,FRM-04,PRD-04,Agrochem,0.8613,0.9663,105.82,102.25,102.25,0,562.15,80677.74,125399.66,0,44721.92,200.25540540540555
BAT-002671,2025-10,12,PLT-05,LATAM,FRM-09,PRD-09,Specialty,0.7733,0.8381,19.33,16.2,0.0,1,1660.84,44142.25,0.0,0,-44142.25,622.7735540610454
BAT-002672,2025-10,12,PLT-01,EMEA,FRM-05,PRD-05,Coatings,0.875,0.8595,23.03,19.8,19.8,0,1359.91,41760.42,59916.59,0,18156.17,453.3952540165001
BAT-002673,2025-10,12,PLT-06,APAC,FRM-11,PRD-11,Polymers,0.8377,0.9038,23.81,21.52,21.52,0,752.24,24347.1,33988.95,0,9641.849999999999,270.31774884502306
BAT-002674,2025-10,12,PLT-04,EMEA,FRM-08,PRD-08,Surfactants,0.8893,0.911,39.79,36.25,36.25,0,1078.44,56650.16,79545.74,0,22895.58,345.2885750188491
BAT-002675,2025-10,12,PLT-01,EMEA,FRM-05,PRD-05,Coatings,0.9034,0.8434,40.16,33.87,33.87,0,1359.91,71950.36,105251.68,0,33301.31999999999,431.6826294820719
BAT-002676,2025-10,12,PLT-01,EMEA,FRM-04,PRD-04,Agrochem,0.8305,0.9387,68.16,63.99,0.0,1,562.15,54006.25,0.0,0,-54006.25,230.1952171361503
BAT-002677,2025-10,12,PLT-04,EMEA,FRM-05,PRD-05,Coatings,0.9054,0.8934,15.14,13.52,13.52,0,1359.91,28408.81,39838.41,0,11429.600000000002,516.4975297225892
BAT-002678,2025-10,12,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.8339,0.948,88.26,83.67,0.0,1,628.9,75018.85,0.0,0,-75018.85,221.07564015409025
BAT-002679,2025-10,12,PLT-01,EMEA,FRM-04,PRD-04,Agrochem,0.8239,0.9178,82.19,75.43,0.0,1,562.15,61965.13,0.0,0,-61965.13,191.7754167173622
BAT-002680,2025-10,12,PLT-04,EMEA,FRM-11,PRD-11,Polymers,0.8536,0.995,35.77,35.59,35.59,0,752.24,36109.01,58598.59,0,22489.579999999994,257.23749510763207
BAT-002681,2025-10,12,PLT-02,AMER,FRM-04,PRD-04,Agrochem,0.7664,0.9771,113.31,110.71,110.71,0,562.15,89103.84,135314.47,0,46210.630000000005,224.22225311093462
BAT-002682,2025-10,12,PLT-04,EMEA,FRM-04,PRD-04,Agrochem,0.9131,0.9135,47.27,43.18,0.0,1,562.15,36566.45,0.0,0,-36566.45,211.4156864819123
BAT-002683,2025-10,12,PLT-03,APAC,FRM-05,PRD-05,Coatings,0.6164,0.8827,21.19,18.7,18.7,0,1359.91,42734.9,58249.69,0,15514.79,656.8384662576686
BAT-002684,2025-10,12,PLT-01,EMEA,FRM-03,PRD-03,Solvents,0.7883,0.9633,83.02,79.97,79.97,0,570.85,64478.64,104984.82,0,40506.18000000001,205.8139364008673
BAT-002685,2025-10,12,PLT-06,APAC,FRM-06,PRD-06,Coatings,0.8686,0.9032,19.76,17.84,0.0,1,1476.17,39611.09,0.0,0,-39611.09,528.4398178137649
BAT-002686,2025-10,12,PLT-06,APAC,FRM-08,PRD-08,Surfactants,0.7941,0.9204,38.83,35.74,35.74,0,1078.44,58825.09,81195.28,0,22370.190000000002,436.49922225083697
BAT-002687,2025-10,12,PLT-04,EMEA,FRM-04,PRD-04,Agrochem,0.8316,0.9604,84.6,81.25,81.25,0,562.15,63735.55,95406.45,0,31670.899999999994,191.22529550827437
BAT-002688,2025-10,12,PLT-05,LATAM,FRM-08,PRD-08,Surfactants,0.7579,0.9545,37.21,35.52,35.52,0,1078.44,55845.55,81469.65,0,25624.09999999999,422.3810158559527
BAT-002689,2025-10,12,PLT-02,AMER,FRM-10,PRD-10,Agrochem,0.7906,0.9334,36.89,34.43,34.43,0,595.17,31246.9,42447.29,0,11200.39,251.8590051504474
BAT-002690,2025-10,12,PLT-03,APAC,FRM-10,PRD-10,Agrochem,0.6154,0.9558,27.92,26.68,26.68,0,595.17,23870.49,33798.06,0,9927.569999999996,259.7902435530086
BAT-002691,2025-10,12,PLT-01,EMEA,FRM-06,PRD-06,Coatings,0.8933,0.866,21.86,18.93,18.93,0,1476.17,43685.21,60970.81,0,17285.6,522.2385086916743
BAT-002692,2025-10,12,PLT-01,EMEA,FRM-09,PRD-09,Specialty,0.8396,0.8355,33.41,27.92,27.92,0,1660.84,73680.27,71576.7,0,-2103.570000000007,544.4958275965284
BAT-002693,2025-10,12,PLT-02,AMER,FRM-04,PRD-04,Agrochem,0.7991,0.8819,82.49,72.75,0.0,1,562.15,65574.47,0.0,0,-65574.47,232.78841677779133
BAT-002694,2025-10,12,PLT-02,AMER,FRM-11,PRD-11,Polymers,0.8392,0.9524,61.44,58.52,0.0,1,752.24,64625.93,0.0,0,-64625.93,299.6143294270835
BAT-002695,2025-10,12,PLT-02,AMER,FRM-08,PRD-08,Surfactants,0.7878,0.958,61.03,58.47,58.47,0,1078.44,92708.21,134254.28,0,41546.06999999999,440.61964279862354
BAT-002696,2025-10,12,PLT-01,EMEA,FRM-06,PRD-06,Coatings,0.8192,0.8613,32.29,27.81,27.81,0,1476.17,64725.91,89848.77,0,25122.86,528.3487364509137
BAT-002697,2025-10,12,PLT-05,LATAM,FRM-04,PRD-04,Agrochem,0.7967,0.9363,38.88,36.4,36.4,0,562.15,31231.02,44152.66,0,12921.640000000003,241.11697530864194
BAT-002698,2025-10,12,PLT-04,EMEA,FRM-01,PRD-01,Polymers,0.8971,0.897,33.16,29.74,29.74,0,781.91,35455.09,49237.75,0,13782.660000000003,287.3026055488541
BAT-002699,2025-10,12,PLT-01,EMEA,FRM-05,PRD-05,Coatings,0.8345,0.8719,26.27,22.9,22.9,0,1359.91,50392.15,64927.32,0,14535.169999999998,558.3294366197183
BAT-002700,2025-10,12,PLT-01,EMEA,FRM-10,PRD-10,Agrochem,0.8335,0.9186,34.29,31.49,31.49,0,595.17,28904.12,38419.48,0,9515.360000000004,247.76146689997086
BAT-002701,2025-10,12,PLT-04,EMEA,FRM-11,PRD-11,Polymers,0.7837,0.9219,70.33,64.84,64.84,0,752.24,75426.42,105804.18,0,30377.759999999995,320.22438219820833
BAT-002702,2025-10,12,PLT-03,APAC,FRM-02,PRD-02,Polymers,0.6078,0.8569,49.92,42.78,42.78,0,916.36,65226.58,84856.76,0,19630.179999999993,390.26219551282054
BAT-002703,2025-10,12,PLT-03,APAC,FRM-09,PRD-09,Specialty,0.666,0.8256,32.75,27.04,27.04,0,1660.84,76373.34,72930.11,0,-3443.229999999996,671.1703816793895
BAT-002704,2025-10,12,PLT-02,AMER,FRM-05,PRD-05,Coatings,0.8732,0.8819,20.96,18.49,18.49,0,1359.91,38789.2,53658.66,0,14869.460000000006,490.7197709923662
BAT-002705,2025-10,12,PLT-04,EMEA,FRM-10,PRD-10,Agrochem,0.8677,0.9089,99.42,90.36,0.0,1,595.17,82703.89,0.0,0,-82703.89,236.69370951518806
BAT-002706,2025-10,12,PLT-02,AMER,FRM-01,PRD-01,Polymers,0.8618,0.9544,40.5,38.65,38.65,0,781.91,43196.81,69671.68,0,26474.869999999995,284.6779012345679
BAT-002707,2025-10,12,PLT-03,APAC,FRM-10,PRD-10,Agrochem,0.643,0.8914,82.05,73.14,73.14,0,595.17,71104.35,91274.44,0,20170.089999999997,271.4278062157223
BAT-002708,2025-10,12,PLT-05,LATAM,FRM-04,PRD-04,Agrochem,0.803,0.9136,28.39,25.93,25.93,0,562.15,22702.13,31104.69,0,8402.559999999998,237.5023423740754
BAT-002709,2025-10,12,PLT-01,EMEA,FRM-11,PRD-11,Polymers,0.8639,0.995,72.52,72.16,72.16,0,752.24,74238.82,115402.43,0,41163.609999999986,271.4613237727525
BAT-002710,2025-10,12,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6731,0.9226,30.55,28.18,28.18,0,781.91,33513.88,49698.33,0,16184.450000000004,315.1073486088379
BAT-002711,2025-10,12,PLT-04,EMEA,FRM-11,PRD-11,Polymers,0.8975,0.9076,36.3,32.95,32.95,0,752.24,36838.63,56315.35,0,19476.72,262.5982920110192
BAT-002712,2025-10,12,PLT-06,APAC,FRM-04,PRD-04,Agrochem,0.803,0.9454,70.19,66.35,66.35,0,562.15,53275.84,76893.84,0,23618.0,196.87322268129367
BAT-002713,2025-10,12,PLT-05,LATAM,FRM-10,PRD-10,Agrochem,0.7198,0.9792,49.54,48.51,48.51,0,595.17,42354.19,61003.63,0,18649.439999999995,259.779333871619
BAT-002714,2025-10,12,PLT-06,APAC,FRM-06,PRD-06,Coatings,0.8414,0.9403,32.16,30.24,30.24,0,1476.17,64212.06,103756.76,0,39544.7,520.473656716418
BAT-002715,2025-10,12,PLT-02,AMER,FRM-06,PRD-06,Coatings,0.8935,0.9196,35.26,32.43,0.0,1,1476.17,72125.14,0.0,0,-72125.14,569.3529722064663
BAT-002716,2025-10,12,PLT-01,EMEA,FRM-11,PRD-11,Polymers,0.8424,0.8775,25.06,21.99,21.99,0,752.24,26245.18,36780.15,0,10534.970000000001,295.053695131684
BAT-002717,2025-10,12,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6422,0.9107,49.79,45.34,45.34,0,781.91,56361.43,75240.33,0,18878.9,350.07292829885535
BAT-002718,2025-10,12,PLT-02,AMER,FRM-02,PRD-02,Polymers,0.8798,0.9177,27.03,24.81,24.81,0,916.36,33030.24,50645.17,0,17614.93,305.6244617092119
BAT-002719,2025-10,12,PLT-02,AMER,FRM-11,PRD-11,Polymers,0.8091,0.9633,37.54,36.16,36.16,0,752.24,38621.94,56909.44,0,18287.5,276.5809909429943
BAT-002720,2025-10,12,PLT-04,EMEA,FRM-10,PRD-10,Agrochem,0.85,0.8986,93.62,84.13,84.13,0,595.17,78673.52,107678.87,0,29005.34999999999,245.17949797051915
BAT-002721,2025-10,12,PLT-04,EMEA,FRM-10,PRD-10,Agrochem,0.8937,0.9237,39.05,36.07,36.07,0,595.17,31258.71,42896.59,0,11637.879999999997,205.3091293213829
BAT-002722,2025-10,12,PLT-05,LATAM,FRM-09,PRD-09,Specialty,0.8065,0.8057,18.19,14.65,14.65,0,1660.84,41716.17,39443.44,0,-2272.729999999996,632.517339197361
BAT-002723,2025-10,12,PLT-04,EMEA,FRM-01,PRD-01,Polymers,0.8626,0.9368,75.12,70.37,0.0,1,781.91,79789.64,0.0,0,-79789.64,280.25240681576145
BAT-002724,2025-10,12,PLT-03,APAC,FRM-02,PRD-02,Polymers,0.6457,0.8395,33.18,27.86,27.86,0,916.36,45055.86,57766.6,0,12710.739999999998,441.5622423146475
BAT-002725,2025-10,12,PLT-03,APAC,FRM-10,PRD-10,Agrochem,0.6371,0.9033,50.73,45.83,45.83,0,595.17,44837.72,57302.56,0,12464.839999999997,288.68018726591777
BAT-002726,2025-10,12,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.8072,0.9528,57.88,55.15,55.15,0,628.9,50298.79,81366.56,0,31067.769999999997,240.11848652384242
BAT-002727,2025-10,12,PLT-02,AMER,FRM-05,PRD-05,Coatings,0.8247,0.9062,53.86,48.8,48.8,0,1359.91,104079.67,152019.67,0,47940.000000000015,572.501251392499
BAT-002728,2025-10,12,PLT-04,EMEA,FRM-09,PRD-09,Specialty,0.8916,0.808,17.91,14.47,0.0,1,1660.84,38203.54,0.0,0,-38203.54,472.2443104410943
BAT-002729,2025-10,12,PLT-03,APAC,FRM-03,PRD-03,Solvents,0.6166,0.9397,35.43,33.29,33.29,0,570.85,28538.22,44578.28,0,16040.059999999998,234.63179508890767
BAT-002730,2025-10,12,PLT-01,EMEA,FRM-09,PRD-09,Specialty,0.8612,0.8201,27.9,22.88,22.88,0,1660.84,60697.5,62244.42,0,1546.9199999999983,514.6976344086022
BAT-002731,2025-10,12,PLT-02,AMER,FRM-10,PRD-10,Agrochem,0.859,0.9463,73.65,69.69,69.69,0,595.17,58954.45,81145.95,0,22191.5,205.2977528852681
BAT-002732,2025-10,12,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6505,0.9112,31.84,29.01,29.01,0,781.91,35350.85,52169.95,0,16819.1,328.35538944723623
BAT-002733,2025-10,12,PLT-01,EMEA,FRM-03,PRD-03,Solvents,0.8735,0.9743,69.84,68.04,68.04,0,570.85,53758.0,89274.65,0,35516.649999999994,198.88081328751423
BAT-002734,2025-10,12,PLT-01,EMEA,FRM-11,PRD-11,Polymers,0.8794,0.9335,76.75,71.65,71.65,0,752.24,79263.11,118111.02,0,38847.91,280.50410423452763
BAT-002735,2025-10,12,PLT-05,LATAM,FRM-09,PRD-09,Specialty,0.7826,0.8328,23.51,19.58,0.0,1,1660.84,52772.23,0.0,0,-52772.23,583.8316290940027
BAT-002736,2025-10,12,PLT-06,APAC,FRM-03,PRD-03,Solvents,0.8706,0.995,71.29,70.93,70.93,0,570.85,55209.57,88853.69,0,33644.12,203.5863865899845
BAT-002737,2025-10,12,PLT-04,EMEA,FRM-07,PRD-07,Catalysts,0.8735,0.8874,2.75,2.44,2.44,0,15391.21,57683.11,89996.11,0,32313.0,5584.466363636366
BAT-002738,2025-10,12,PLT-05,LATAM,FRM-09,PRD-09,Specialty,0.7237,0.8542,13.67,11.68,11.68,0,1660.84,31185.76,30176.46,0,-1009.2999999999993,620.4884564740307
BAT-002739,2025-10,12,PLT-06,APAC,FRM-05,PRD-05,Coatings,0.7811,0.9196,39.02,35.88,0.0,1,1359.91,75085.33,0.0,0,-75085.33,564.3680625320346
BAT-002740,2025-10,12,PLT-03,APAC,FRM-08,PRD-08,Surfactants,0.6761,0.9465,18.0,17.04,0.0,1,1078.44,27414.31,0.0,0,-27414.31,444.5772222222222
BAT-002741,2025-10,12,PLT-04,EMEA,FRM-10,PRD-10,Agrochem,0.9113,0.8513,33.15,28.22,28.22,0,595.17,26521.03,34474.64,0,7953.610000000001,204.86107088989445
BAT-002742,2025-10,12,PLT-06,APAC,FRM-10,PRD-10,Agrochem,0.7969,0.9472,43.78,41.47,0.0,1,595.17,35222.45,0.0,0,-35222.45,209.36289173138414
BAT-002743,2025-10,12,PLT-04,EMEA,FRM-10,PRD-10,Agrochem,0.8677,0.9455,81.82,77.37,77.37,0,595.17,66012.83,91570.18,0,25557.34999999999,211.63554876558317
BAT-002744,2025-10,12,PLT-01,EMEA,FRM-07,PRD-07,Catalysts,0.918,0.8961,2.84,2.54,2.54,0,15391.21,58433.2,90119.08,0,31685.880000000005,5183.860422535214
